Landkreis,Einwohner,Income,0-34,35-79,80+,Total_Cases,D(0-34),D(35-79),D(80+),Total_Deaths,Area,Density,Einwohner(0-34),Einwohner(35-79),Einwohner(80+),west(0)/east(1)
Bremerhaven,113634.0,17741.0,658,826,73,1557,1,12,16,29,93.66,1213.260730301089,44041.0,56825.0,12768.0,0.0
Burgenlandkreis,18019.0,18674.0,1241,3146,782,5169,0,46,143,189,1413.7,12.745985711254155,51233.0,101295.0,27662.0,1.0
Böblingen,39164.0,24506.999999999996,3677,5313,900,9890,0,41,112,153,617.77,63.39576217686194,150494.0,198782.0,42364.0,0.0
Börde,171734.0,19778.0,656,1552,370,2578,0,13,43,56,2366.59,72.56601270181991,52030.0,99195.0,20509.0,1.0
Calw,158397.0,23232.0,1615,2754,600,4969,1,39,80,120,797.29,198.6692420574697,58138.0,83035.0,17224.0,0.0
Celle,178936.0,20291.0,910,1051,165,2126,0,9,26,35,1550.82,115.38154008846934,63545.0,93457.0,21934.0,0.0
Cham,127882.0,21238.000000000004,1042,1709,301,3052,0,22,58,80,1520.13,84.12569977567708,45481.0,68858.0,13543.0,0.0
Chemnitz,247237.0,19659.000000000004,2662,5048,1460,9170,0,73,241,314,221.05,1118.4664103144084,86348.0,123620.0,37269.0,1.0
Cloppenburg,169348.0,19820.0,2570,2943,406,5919,0,19,62,81,1420.42,119.22389152504188,72164.0,82934.0,14250.0,0.0
Coburg,128155.0,24696.276797627877,1321,2277,618,4216,0,43,111,154,638.7099999999999,200.64661583504252,44252.0,68100.0,15803.0,0.0
Cochem-Zell,61587.0,21796.999999999996,449,623,100,1172,0,10,9,19,692.43,88.94328668601881,20326.0,33305.0,7956.0,0.0
Coesfeld,219929.0,23009.0,1198,1933,240,3371,0,22,31,53,1112.05,197.76898520749967,78891.0,117777.0,23261.0,0.0
Cottbus,100219.0,19983.0,612,1095,334,2041,0,18,59,77,165.62,605.1141166525782,34461.0,51534.0,14224.0,1.0
Cuxhaven,198213.0,21011.999999999996,779,1147,257,2183,0,17,37,54,2058.97,96.26803693108691,65361.0,107346.0,25506.0,0.0
Dachau,153884.0,24410.999999999996,2155,2655,365,5175,0,25,58,83,579.16,265.70205124663306,58766.0,80472.0,14646.0,0.0
Dahme-Spreewald,169067.0,20067.999999999996,1002,2469,487,3958,0,23,76,99,2274.49,74.3318282340217,52116.0,94309.0,22642.0,1.0
Darmstadt,159207.0,21986.0,1369,1648,323,3340,0,22,65,87,122.07,1304.227082821332,73212.0,71489.0,14506.0,0.0
Darmstadt-Dieburg,297399.0,23714.000000000004,2270,3454,674,6398,0,48,101,149,658.64,451.53498117332686,107698.0,158915.0,30786.0,0.0
Deggendorf,119326.0,21776.0,1336,1879,359,3574,0,25,60,85,861.17,138.56265313468887,43862.0,63457.0,12007.0,0.0
Delmenhorst,77607.0,18845.0,820,1012,147,1979,0,15,24,39,62.45,1242.7061649319455,29433.0,39430.0,8744.0,0.0
Dessau-Roßlau,81237.0,19294.0,380,824,188,1392,0,6,22,28,244.75,331.9182839632278,22683.0,44219.0,14335.0,1.0
Diepholz,216886.0,22469.0,1451,1992,395,3838,1,17,47,65,1990.99,108.93374652810913,75380.0,115998.0,25508.0,0.0
Dingolfing-Landau,96217.0,23052.0,1129,1590,197,2916,0,22,44,66,877.58,109.63900726999248,36209.0,50797.0,9211.0,0.0
Dithmarschen,13321.0,21570.999999999996,417,569,141,1127,0,11,22,33,1428.14,9.327516910106851,45058.0,71084.0,17068.0,0.0
Donau-Ries,133496.0,24066.0,1169,1809,319,3297,0,30,71,101,1274.58,104.73724677933123,50123.0,69572.0,13801.0,0.0
Donnersbergkreis,75101.0,21375.0,464,721,127,1312,0,10,22,32,645.41,116.36169256751523,25788.0,41254.0,8059.0,0.0
Dortmund,58701.0,18945.999999999996,7021,7782,1088,15891,0,65,144,209,280.71,209.1161697125147,229917.0,293272.0,63821.0,0.0
Dresden,554649.0,18922.0,6402,9906,2700,19008,0,120,387,507,328.48,1688.5320263029712,230427.0,254209.0,70013.0,1.0
Duisburg,49859.0,16881.0,6942,8648,1327,16917,1,174,258,433,232.8,214.1709621993127,194136.0,249528.0,54926.0,0.0
Düren,263722.0,20526.0,2810,4100,883,7793,1,63,131,195,941.77,280.02803232211687,96268.0,139190.0,28264.0,0.0
Düsseldorf,619294.0,24881.999999999996,6218,7363,1028,14609,0,69,90,159,217.41,2848.507428361161,244188.0,310372.0,64734.0,0.0
Ebersberg,142142.0,26614.0,1653,2132,391,4176,0,30,57,87,549.4,258.7222424463051,53783.0,73951.0,14408.0,0.0
Eichsfeld,10038.0,19127.0,819,1751,461,3031,0,20,73,93,943.07,10.643960681603698,33085.0,55262.0,12033.0,1.0
Eichstätt,132341.0,23779.0,1212,1563,206,2981,0,15,37,52,1213.86,109.02492873972288,52778.0,67528.0,12035.0,0.0
Eisenach,4237.0,19062.0,190,441,165,796,0,5,17,22,104.17,40.673898435250074,13791.0,22348.0,6231.0,1.0
Elbe-Elster,102638.0,18189.0,815,2677,549,4041,0,30,83,113,1899.57,54.032228346415245,27834.0,59004.0,15800.0,1.0
Emden,50195.0,18593.0,235,223,16,474,0,2,3,5,112.34,446.8132455047178,19705.0,25119.0,5371.0,0.0
Emmendingen,165383.0,22741.999999999996,1338,2157,338,3833,1,25,94,120,679.79,243.2854263816767,60039.0,87624.0,17720.0,0.0
Emsland,325657.0,20469.0,2436,3171,488,6095,1,29,62,92,2883.67,112.93143806330127,127074.0,167793.0,30790.0,0.0
Ennepe-Ruhr-Kreis,324296.0,24220.0,2904,3759,712,7375,0,53,140,193,409.64,791.6609706083391,109532.0,173795.0,40969.0,0.0
Enzkreis,198905.0,24829.0,1818,3093,670,5581,0,44,116,160,573.6,346.7660390516039,71870.0,104615.0,22420.0,0.0
Erding,13766.0,24171.999999999996,1765,2426,371,4562,0,19,41,60,870.75,15.809359747344244,53030.0,73032.0,11598.0,0.0
Erfurt,213699.0,18601.0,1277,2019,544,3840,0,20,87,107,269.91,791.7416916750027,81670.0,107066.0,24963.0,1.0
Erlangen,111962.0,23528.000000000004,1091,1113,266,2470,0,16,47,63,76.96,1454.8076923076924,50017.0,51030.0,10915.0,0.0
Erlangen-Höchstadt,136271.0,25135.0,969,1725,446,3140,0,19,71,90,564.56,241.37558452600257,48784.0,73690.0,13797.0,0.0
Erzgebirgskreis,337696.0,19215.999999999996,3923,11888,2970,18781,0,179,344,523,1827.9,184.7453361781279,96283.0,191197.0,50216.0,1.0
Essen,583109.0,20159.000000000004,5967,7922,1273,15162,2,103,186,291,210.34,2772.2211657316725,223115.0,292218.0,67776.0,0.0
Esslingen,533859.0,24908.0,5450,7585,1356,14391,1,88,255,344,641.28,832.4897080838324,202053.0,272545.0,59261.0,0.0
Euskirchen,19284.0,20938.000000000004,1587,2350,409,4346,0,48,89,137,1248.73,15.442889976215834,67676.0,104120.0,21044.0,0.0
